UP_list	DOWN_list
MXRA7	
CATG00000042690.1	
MGLL	
C2orf82	
ASH2L	
ADRBK2	
PHF20L1	
SRSF9	
ZNF682	
SPTLC3	
RELT	
ATP6V0B	
VPS33B	
PPIL3	
COQ5	
DENND5B	
BSG	
CADM1	
MEN1	
PLAA	
CARS2	
ISG20	
MYBPC2	
SNX14	
PARL	
MBLAC1	
PSD	
OR52W1	
SDAD1	
RCC2	
HDLBP	
FAM78B	
FAM20A	
PSMG3	
SERINC3	
RRP12	
FMNL3	
MRS2	
PRICKLE2	
GDI2	
RP3-329A5.4	
AC092214.10	
REPS1	
GPN1	
RP11-383B4.4	
KLHL22	
LRRFIP1	
pri-5-hsa-mir-1915	
ACTN4	
TMEM37	
VPS26B	
SNORA30	
APBB3	
PPARA	
pri-3-hsa-mir-3154	
PRSS21	
INTS6	
DPM1	
CYP20A1	
RP11-359P5.1	
FAIM	
ZNF526	
RINL	
LGALS8	
WWP2	
PRTFDC1	
BCAM	
HDAC5	
HELZ	
RP11-705O3.1	
CASS4	
SPN	
LYSMD3	
CD96	
VEGFA	
NOL7	
ADGRF5	
TRIM37	
TPGS2	
CEP89	
ZNF665	
RP1-288H2.5	
XRN1	
CKMT1B	
IGFL4	
TMEM203	
ZNF385B	
SERBP1	
NPSR1-AS1	
ACTN1	
MIER1	
USP44	
CERS2	
PLA2G2A	
SNX17	
RNF181	
SNRPG	
ADORA1	
PAX8-AS1	
MEX3D	
ANXA7	
DACT3	
pri-3-hsa-mir-7156	
SLC35A4	
SLC39A14	
ZNF135	
MRPL15	
RP5-1052I5.1	
PDIA2	
RP11-490N5.2	
RP11-296I10.3	
TUBGCP5	
CUX1	
TIMM23B	
CFLAR	
WFIKKN2	
CATG00000026123.1	
F2RL3	
CHCHD7	
RAP1B	
AKT1S1	
LTB4R2	
RPRD1A	
AC108004.2	
ANKDD1B	
RP11-673C5.2	
pri-3-hsa-mir-1843	
NBL1	
AC113618.1	
SLC35B4	
LOC102724238	
SERINC5	
CRYM	
ZNF710	
PLA2G6	
CD48	
PPP2R3C	
pri-3-hsa-mir-4659a	
KLHL2	
P2RY8	
LYNX1	
ATG9B	
PITX2	
MANBA	
HMBOX1	
BSG	
SOCS4	
SNHG6	
LIG1	
SERPINA1	
CFLAR	
LRRN4	
AAMDC	
RF01210	
FAM219B	
UBB	
AP4S1	
COL6A2	
MRPL22	
CTNND1	
ELL2	
ZNF804B	
SLU7	
TUBA1A	
ZNF630	
RASAL2	
WIPF2	
SGCE	
AC046143.7	
PLS3	
ELMOD3	
CD34	
DESI2	
AFG3L2	
RP11-151N17.2	
PAGR1	
FFAR2	
VAMP4	
TSPO2	
PAX8-AS1	
CACFD1	
ACER3	
MAEA	
PREPL	
GRIN2C	
SH2D3C	
SRI	
PNISR	
PET117	
LINC00338	
FAT2	
RP11-240L7.5	
RAB4B	
DEF8	
SP100	
ZMYND11	
IL33	
GAS5	
MAP3K14	
RBMS3	
SQRDL	
pri-5-hsa-mir-6881	
LGALS1	
hsa-mir-548f-4	
ATXN1	
KBTBD3	
ZNF211	
ADARB1	
GDF15	
SLC35D2	
ZNF106	
RBPMS	
LOC644762	
CCNL1	
CTNNA1	
CATG00000010465.1	
SPIDR	
UBE2H	
KDELR1	
CCDC186	
CYP3A43	
SLC22A23	
FEZF1	
RBM12	
ARHGAP32	
SLC25A39	
KDM4A	
RIN2	
RF00554	
CALD1	
PDCD4	
WDR33	
C21orf91	
CATG00000110136.1	
COPS3	
pri-3-hsa-mir-1255b-1	
CFAP97	
pri-3-hsa-mir-1269b	
ZNF274	
XRCC1	
PCYOX1L	
CHRND	
UCHL5	
DDX60	
TMEM106C	
TMEM108	
TBX2	
AP001422.3	
THOP1	
NUCB2	
SMA4	
ATP8B4	
LOXHD1	
RCHY1	
SLC25A37	
STAC	
pri-5-hsa-mir-6751	
RAB11FIP5	
SNORD14A	
CD101	
ITGB7	
TBC1D3B	
PAFAH1B1	
DIO3OS	
ZBTB16	
CRK	
CMTM5	
RNF25	
PHC2	
IGSF10	
DPH5	
ATP5D	
PPFIBP1	
LETMD1	
SPG11	
SEC31A	
GPBP1	
EIF4E	
GPS1	
RTKN	
FAAP20	
ENPP2	
SLC25A44	
SGSM1	
ZNF48	
RF01210	
AUH	
N4BP2L1	
FHL3	
ADD3	
ARPC1B	
SCGB1A1	
NFIB	
LOC100506730	
pri-3-hsa-mir-3201	
DRC3	
STK4	
PIGG	
C1QTNF6	
LAPTM5	
SNORA14A	
COX20	
IRAK2	
SQSTM1	
TTC9C	
DCP1B	
ZNF701	
pri-3-hsa-mir-3121	
IQCJ-SCHIP1	
IL16	
HTRA2	
ERLEC1	
METTL10	
RNF7	
THOC2	
HPRT1	
C14orf179	
USP19	
CLMN	
PPM1B	
INO80E	
FAM102B	
CAMKK2	
RF01210	
POLDIP2	
FXYD3	
HNRNPR	
SLC43A1	
NDFIP2	
GABRB2	
NFIA	
PHTF2	
GNA15	
ALDH3A2	
RNF214	
YME1L1	
EMD	
SLA	
COL22A1	
GSN	
RABGGTB	
NCAM1	
NIN	
UBP1	
CCAR1	
SLC25A3	
NRF1	
ELOF1	
ZBTB20	
PPP1CC	
MORF4L2	
KRAS	
PRH2	
SURF6	
PSMA7	
FKBP1A	
HP1BP3	
CHD2	
GATC	
TCTN1	
POM121	
GABRB2	
CEACAM3	
ANKRD36C	
RAD50	
CMTR1	
OGFOD2	
RCHY1	
VENTX	
PCDH8	
ATXN3	
ZNF320	
BPTF	
GKAP1	
SLC44A3	
TRIM56	
ATXN3	
CATG00000042228.1	
GPR68	
SYTL3	
CATG00000040787.1	
PPP1R21	
AC005083.1	
ADSS	
HMGCR	
RP11-831A10.2	
EDRF1	
KLK15	
VSIR	
ADK	
OPALIN	
TFB2M	
ZSCAN12	
ZNF587	
TTYH1	
TMEM176A	
PHTF1	
C3AR1	
pri-3-hsa-mir-4320	
MAFG-AS1	
VPS50	
P4HA2	
TLR4	
TNFSF13	
TMEM173	
ZNF600	
MAD2L2	
LIMS2	
ICA1	
STAT4	
TOM1	
LTBP4	
STAU2	
HOMER1	
CATG00000098834.1	
FAM135A	
TSC22D3	
RSL1D1	
44819	
C1orf189	
CXCL12	
SLC52A2	
DUSP13	
RABL2A	
RNF115	
ZNF397	
ILK	
RP11-90L9.4	
TTN	
RP11-432J24.2	
XKR6	
B3GNT9	
PARP8	
GLIPR2	
FOXRED2	
SCFD1	
SHBG	
AX747191	
CATG00000071558.1	
TGDS	
RP11-330H6.5	
LOC641746	
RFTN1	
IQGAP1	
TATDN3	
BCLAF1	
COPRS	
IDI1	
MRE11A	
RP11-266L9.5	
GSX1	
MAP2K7	
ZMAT2	
MAGOHB	
HNRNPA3	
RPL15	
RPL17	
TOX	
MOB3C	
IFLTD1	
CLDN2	
IGLL5	
CTSC	
CFH	
WDR48	
ROBO3	
HNRNPUL1	
CDKAL1	
CHCHD10	
WDR18	
AC011899.9	
DPP8	
ANAPC7	
CATG00000047113.1	
C20orf82	
SRP54	
pri-3-hsa-mir-548ah	
PKN2	
C14orf159	
SRP68	
IMPAD1	
LINC00304	
FAM98A	
UBE2J1	
GPR155	
ZBTB5	
WT1	
EIF5B	
TSC22D1-AS1	
FAM21EP	
DENND4C	
ETFDH	
HERPUD2	
SMARCAD1	
ZNF415	
PIAS2	
CYP2U1	
TNFRSF14	
COX20	
BATF	
PAPOLG	
NCAPD3	
RP1-163G9.1	
COQ2	
RP1-224A6.6	
OTUD4	
RP11-403I13.7	
CPA3	
TPM4	
CHD8	
PAX2	
FAM117A	
MPND	
BCL2L11	
CSF2RA	
LEO1	
GLA	
MSTO1	
C12orf57	
RALGDS	
HLCS	
BIRC2	
PFKFB3	
DIO2	
AC073094.4	
hsa-mir-6070	
DKC1	
PDE1C	
ASB3	
UEVLD	
CD3G	
PIK3R3	
MOV10L1	
TBPL1	
MTERF4	
INTS3	
pri-5-hsa-mir-6838	
TNFAIP8L2	
MFSD10	
RP11-462G12.1	
NME3	
CDADC1	
C14orf159	
SETD7	
CARD19	
AC093590.1	
DBNDD1	
CMC1	
PLAGL1	
MKRN2	
NDUFS1	
ZNF599	
CCL28	
KCNQ1	
SDAD1	
MXRA7	
TMEM183A	
LEFTY1	
LOC641367	
SIGLEC11	
BZW1	
CATG00000001377.1	
PSME3	
TAOK2	
PGLYRP2	
ZNF565	
SLC25A42	
SUGT1P1	
CTC-338M12.3	
PPL	
RADIL	
RTL1	
UMOD	
SRP54	
FETUB	
pri-3-hsa-mir-4795	
CATG00000075441.1	
AL135998.1	
LYPLA1	
ZKSCAN3	
TMEM164	
OSBPL3	
TSNARE1	
GBP6	
UTY	
OR1K1	
HERPUD1	
RTN3	
CNN3	
AGFG1	
OSTC	
PSMB9	
PTCH2	
CTD-2228K2.7	
TFEC	
SNX12	
44811	
OXA1L	
CDC27	
GATB	
OR10J1	
PEX3	
HGFAC	
CNIH4	
SETBP1	
FAM45A	
ARL6	
ATP5A1	
AL136531.1	
CCT5	
AC132872.2	
NIT1	
CTNND1	
SEC31A	
ZNF7	
RHEBL1	
DLEU2	
pri-3-hsa-mir-6891	
GPSM1	
PRMT2	
LOC154761	
UTP15	
PAPSS2	
CTB-102L5.4	
IGSF3	
NGLY1	
HEXB	
MT1A	
GATA2	
ARNTL	
DUOXA1	
CCDC102B	
CYP4F11	
IL1R1	
MGST2	
BBS7	
CD84	
GRIK5	
RCAN3	
NID2	
SYCN	
GFM2	
PAIP2B	
DNAJC24	
PTGR2	
CYP21A2	
WNT9A	
ACVR2B	
COLCA1	
TBC1D16	
TMEM209	
LOC728323	
TSFM	
NUP50	
PGC	
ITGAE	
SNURF	
TSEN15	
SPIRE1	
UPF3A	
TUBGCP5	
CFDP1	
USF3	
PTGES3	
KLC1	
MYO1B	
RNF112	
GTF2A2	
C1orf226	
TNFAIP2	
TUBG1	
EXOSC2	
SLC25A42	
SPTSSA	
IL1R2	
ZNF174	
TAGLN	
44807	
SIAH1	
CD33	
PRELID2	
ITGB1BP1	
PRDX5	
ZBTB22	
SP100	
MBIP	
CTD-2201E18.3	
FILIP1	
TUBD1	
RPS6KC1	
TMEM50A	
JMJD1C	
MDM2	
ZNF738	
RUFY2	
ITGA10	
WDR61	
PPP1R3B	
TRIM65	
RASGEF1C	
EMC2	
C19orf10	
GPR137	
ICA1L	
SCN1B	
ANKRD11	
GAPVD1	
RF01210	
LALBA	
ACY1	
LINC00261	
EFCAB2	
WSB1	
CPNE4	
DDX58	
BPHL	
LARP6	
CRB3	
PTPN5	
SIGLEC5	
CEBPD	
TLE4	
ZBTB37	
UBE2K	
TIMM17A	
YTHDF2	
DCAF5	
AC017002.1	
MADD	
GPC6	
NR2F2	
RP11-2O17.2	
ACOT13	
GUCY1A3	
KIF5B	
CHRDL1	
MPP1	
CAMKV	
TRIP12	
IDH3B	
SRSF11	
ISCA1	
VCPKMT	
AMIGO1	
PDDC1	
OFD1	
AL590822.1	
FMR1	
MBNL1	
SFTPB	
SLC37A4	
SULF2	
BZW2	
MIR22HG	
MS4A6A	
OSCAR	
ATP5G2	
CLTA	
ZFAND1	
FSTL3	
SCMH1	
MLEC	
RP5-944M2.1	
PCBP2	
COMMD8	
CTSL	
RSPH9	
PLA1A	
LRRC75A-AS1	
RBM23	
RHOT2	
pri-3-hsa-mir-196a-2	
MT1H	
PTPN22	
ST6GALNAC6	
ZFYVE19	
RNVU1-17	
PRRX2	
RPIA	
TRMU	
ADAD2	
NDOR1	
ITGB4	
hsa-mir-6857	
UGP2	
TMEM108	
PODXL	
PIP5K1A	
SUPT20H	
GAL3ST4	
NEK4	
FBXL19	
SPSB1	
PRSS23	
MAPRE1	
pri-3-hsa-mir-3529	
UTY	
PLEKHG4	
RF00012	
PKP4	
IL37	
SYCP2L	
PIK3R1	
FCER1G	
GGA1	
CNTRL	
LPCAT4	
CPSF4	
CD40	
TTC3	
FBXO11	
CATG00000058915.1	
PDE8A	
RP11-190A12.7	
hsa-mir-6165	
NCR1	
GPR89A	
PDCD2	
PTPRU	
ZNF524	
C1orf54	
CATG00000027948.1	
CASKIN2	
MRPL14	
PCYT2	
STXBP5	
DLGAP1	
RPL18	
C9orf40	
CHCHD2	
CTSL	
TAF1C	
STK17A	
SEMA6D	
TPGS2	
DOLPP1	
CDC37	
ZXDA	
BCL2L11	
CCDC66	
FDFT1	
RF00322	
SPECC1	
UBE2D4	
CYP4A11	
HPN	
pri-5-hsa-mir-3911	
RHBDF1	
ZMYM4	
ZNF354C	
DLL1	
LCMT1	
OSCAR	
ZBED3	
FAM174B	
LPAR2	
HINFP	
RGS16	
ZNF215	
PLEKHA5	
SIK3	
CTRB2	
TATDN1	
S100A8	
RBFOX3	
RDX	
ENDOV	
LYSMD4	
TJP1	
LTB4R2	
PCCA	
MYCL	
CASP8AP2	
SIRPG	
ROBO1	
PDP1	
TNFRSF1A	
LEAP2	
GSS	
SH3D19	
MFF	
CTD-2037K23.2	
MGAT4A	
ADAMTSL5	
C6orf15	
LAMA1	
ZNF761	
HADHB	
AGR3	
SNORA14B	
SF3B2	
N4BP2L1	
CSAD	
CCDC90B	
HNRNPH1	
ZNF451	
MDM4	
SRP19	
COL13A1	
ADGRL2	
CLTC	
VHL	
RAB18	
PCGF5	
RP11-67K19.3	
GNAI3	
N6AMT1	
VEZT	
CARD8	
SEC62	
KRTAP5-5	
RFC2	
C2orf76	
RP5-894A10.5	
CAPNS1	
RPL13A	
VDAC2	
CATG00000028303.1	
HERC1	
DDTL	
MCTP2	
CTD-3074O7.5	
B3GNT2	
SEZ6L2	
DRD4	
ESYT1	
UBR2	
DUSP5	
RP11-205M20.3	
TM2D1	
PRKD2	
LAMP2	
COMMD6	
HIST1H4C	
TGFBR2	
DCTN2	
RF01210	
DDX31	
AC018712.3	
HK1	
FBXL4	
SLC39A8	
TMEM231	
BMP5	
CD300A	
DCTN3	
PROSER2	
ZNF345	
CTD-2066L21.1	
NUDT15	
DYNC1I1	
EPHA5	
NR4A3	
RP11-392P7.6	
LPL	
OPA3	
RP5-1129J21.3	
NOTO	
CPSF7	
RFC5	
FAM47E-STBD1	
CLSTN1	
RASGRP4	
FN1	
YIF1B	
PDLIM2	
CDK7	
METTL25	
RP11-506B6.6	
TUG1	
SCIMP	
ARHGAP12	
RIT1	
LRRFIP2	
TNFSF13	
RALGAPA1	
RP11-426A6.7	
TRMT11	
SOCS1	
RNF135	
PRKAB1	
CATG00000057494.1	
PSME1	
MS4A6A	
PFDN5	
TMEM14B	
PSG9	
COQ2	
CH507-9B2.9	
ZNF423	
NSD2	
ANKS1B	
ARHGEF25	
AC005301.9	
PIKFYVE	
PSEN1	
CDC14B	
PRKCQ	
AMPD2	
KIF9	
OTUD5	
MRPL43	
POLH	
ANKFN1	
RP11-67L3.2	
PHYHD1	
MSTO1	
SLC18A3	
PPFIA2	
NAT1	
PLIN5	
RF00156	
TMEM150A	
CNKSR3	
DCLK2	
FAN1	
EIF6	
DYNC2LI1	
ZFAND6	
FAM162A	
SPATS2	
ZDHHC4	
TCTN2	
FGR	
HSBP1L1	
PLPP1	
TWISTNB	
PCDHA5	
MTHFD1	
PPP2R5E	
ICK	
PMS1	
BACE2	
TAS1R3	
AIP	
CALU	
KIAA0040	
C7orf43	
POP5	
KTN1	
C17orf80	
UBE2G1	
TAGLN2	
DHRS1	
TTC31	
AC004160.4	
C17orf62	
PSKH1	
HSPA14	
NTNG1	
MGRN1	
RP11-478K15.3	
PRMT2	
RP11-430L3.1	
RNF13	
FAM167B	
HSPB8	
GAL3ST1	
ZBP1	
PWWP2A	
GLTP	
ADGRG6	
WASHC5	
RF00156	
NFKBIE	
AP1S1	
ST6GALNAC4	
E2F1	
PHTF1	
TMEM106A	
CRB3	
LTK	
EVI5	
LOC100287072	
GK	
EPCAM	
ATXN3	
RP11-736I24.5	
RP11-661A12.12	
SPPL2A	
CATG00000110133.1	
TOR2A	
OPRD1	
ZNF562	
CIB2	
GNG12	
ASB10	
RP11-267N12.3	
ANKRD13C	
RP11-17L5.4	
PLGRKT	
LRRFIP2	
PTGES3	
DPP8	
SH3BP4	
KLK11	
AGFG2	
GADD45A	
WNK1	
NACAD	
NRIP1	
FGG	
KLHL18	
UBE2R2	
pri-3-hsa-mir-4284	
PMPCB	
LAMB2P1	
UBE2E3	
PTPDC1	
LRRK2	
pri-3-hsa-mir-6892	
RAB18	
MYOCD	
HGFAC	
ZNF75A	
SNX7	
LRRC75A-AS1	
DDR1	
ARHGEF15	
CATG00000026289.1	
ANKRA2	
THRAP3	
DUS4L	
CSNK1G1	
PM20D2	
SLC6A16	
EIF4E2	
PRR5	
AC011518.1	
FAM185A	
KCNJ5	
BCL2A1	
B9D1	
POGK	
SNCB	
PYM1	
CD40	
BECN1	
ZNF836	
MYO1B	
MAF	
LST1	
PSMD1	
FILIP1	
SERPINE3	
DERL2	
KHDRBS2	
TMEM52	
ATPIF1	
UROS	
KCNT1	
PLIN3	
FBXO34	
LAGE3	
STIL	
SARDH	
MCFD2	
TRMT10B	
GNAS	
ZEB1	
UVRAG	
TRAM1	
TP53I11	
KPNA1	
SLC12A4	
CDK11B	
MRS2	
RP11-982M15.6	
USP46	
DDX18	
LAMC3	
PLCXD1	
SLC4A2	
RF01210	
MYH11	
IDH2	
hsa-mir-4433b	
ZNF777	
EPSTI1	
MRPL3	
AP2B1	
BCAM	
CNDP2	
ROBO1	
pri-5-hsa-mir-6739	
GNPDA1	
VLDLR	
PLEKHB2	
EPG5	
CYFIP1	
HSF4	
LOC100129138	
pri-3-hsa-mir-5585	
IFIT5	
FYN	
RPUSD4	
VTI1A	
MAGI3	
IPP	
CFAP69	
RAD51C	
NR3C1	
CMTM8	
EDN2	
SH3BGRL2	
PGK1	
DIAPH2	
CCL17	
LIM2	
FAM189B	
STAT1	
PBX1	
SPATS2L	
hsa-mir-1282	
OXR1	
CYP3A5	
YTHDF3	
BLCAP	
RPS5	
ERCC1	
CAST	
FGFBP2	
DNMBP	
HLA-G	
GPALPP1	
KGFLP1	
EFL1	
ATG7	
FAM200B	
CATG00000041294.1	
PQLC1	
NFAT5	
CSTB	
NHS	
TCF7L1	
ADAMTS16	
MPC2	
EMG1	
ZNF226	
SERPINB6	
PCBD2	
SLC39A13	
AP3S2	
IRF7	
PRMT7	
DNAJC17	
LY86	
CTNNB1	
PDE8B	
CKAP2	
GMPR2	
SLC52A2	
RAD52	
FUNDC2	
RP11-556O5.5	
RBM12	
MGEA5	
ZNF142	
FUT10	
C15orf57	
CD300LF	
AC128709.4	
pri-5-hsa-mir-6822	
MRPL11	
TFEC	
RP11-290F24.3	
RP11-91I20.1	
GOSR2	
HDLBP	
PRKAG1	
CHST15	
GLB1L	
ANKS1B	
MFSD11	
THRA	
BTBD10	
SRSF5	
DERL1	
BANK1	
ALAD	
ST3GAL4-AS1	
TYW3	
SCNN1D	
CCNJL	
ACADVL	
C11orf31	
RP11-117L15.3	
ATP5J	
SLC30A5	
GGPS1	
PPP1R12A	
RNASEH1	
MFSD11	
THPO	
PSMA4	
CATG00000032482.1	
CCDC8	
UTY	
SDR16C5	
STX10	
POLR2A	
ZMYND11	
pri-3-hsa-mir-6830	
TNFSF12-TNFSF13	
pri-3-hsa-mir-574	
CABP4	
PIGB	
PTPN5	
VGLL4	
LILRA6	
CRYBG3	
RP11-267M23.4	
DIAPH1	
SPATA6L	
PDHA1	
BRMS1	
ANKAR	
BBS4	
CTD-2515O10.6	
SMIM22	
LAIR1	
GGT2	
PSMD1	
RF00393	
ATL1	
CCM2	
CATG00000084841.1	
CAAP1	
KCNE1	
GLCCI1	
DCBLD2	
GRAP2	
ELF3	
NSUN3	
DNAJA1	
ZDHHC4	
NDEL1	
EGFR	
IL3RA	
MAP3K7CL	
MMD	
DNASE1L3	
MAP3K3	
HOXB5	
FAM134B	
C2orf68	
ESPNL	
LMO3	
POU3F1	
RP11-398G24.2	
SYNGR2	
CXorf40A	
GS1-251I9.4	
PTPRF	
CDC27	
MARK4	
LRR1	
MSH6	
RAD18	
TACC1	
SOCS7	
pri-3-hsa-mir-3937	
SLC2A14	
HNRNPA2B1	
ICA1L	
ZNRF2	
PHTF1	
BUB1B	
RBPJ	
PCNP	
ZNF248	
TNIP1	
RHOC	
RF00494	
KIAA1468	
GYPC	
EDNRA	
TAF5L	
LYSMD2	
EIF2A	
DHRS4L2	
DUOXA1	
CBX6	
MED14	
AGA	
hsa-mir-199a-2	
C1GALT1C1	
RCBTB2	
PRPF8	
UBE2E4P	
UBE4A	
C4orf3	
FAM126A	
MPZL2	
TMEM78	
EMILIN2	
PCBD1	
TOM1L2	
PRDX1	
SETD6	
TAF8	
IL18	
DPP10	
SNORA70F	
SLC1A5	
hsa-mir-548h-2	
CHRM2	
AC007919.2	
ALDH3A2	
ARL6	
SAMD10	
HDAC3	
RSPH3	
MUT	
IL17RA	
PCCA	
COX11	
HSPH1	
TMEM238	
SDHD	
ENC1	
SLC46A2	
CDKN2B	
RAD23A	
ZNF511-PRAP1	
LSS	
PTCRA	
pri-3-hsa-mir-10395	
RP11-53O19.1	
ANKRD30BL	
HRASLS2	
MDM4	
KLRC1	
TCTN3	
RP1-265C24.9	
APLP2	
CBR3	
EDARADD	
KIAA1257	
ZWINT	
ATXN3	
TMEM173	
SASS6	
WDR73	
CCDC88A	
ST3GAL3	
MAPK1IP1L	
RBL2	
TACC1	
CLTA	
pri-3-hsa-mir-12116	
UBXN1	
ZNF549	
EHMT2	
ZFAND1	
U52112.10	
LCTL	
CEP63	
APLNR	
ATAD2B	
ENOSF1	
NARFL	
P2RY6	
HTATIP2	
TMEM44	
AHR	
KRTAP5-10	
ZMYM4	
MLLT10	
LATS1	
hsa-mir-5695	
ZNF480	
KTN1	
B3GNT8	
LINC00294	
KCTD10	
LYZL4	
DMPK	
pri-3-hsa-mir-7151	
KAT5	
FAM46B	
POLR3H	
hsa-mir-662	
SRP72	
EIF2B3	
NDRG2	
hsa-mir-6780b	
PAFAH1B2	
PML	
GNRH1	
PDPN	
FUS	
ESM1	
ZW10	
CCDC66	
STRN4	
PNISR	
RPN2	
DPH7	
PITPNC1	
FHAD1	
SAE1	
RPL13	
JMJD1C	
LITAF	
NEDD1	
AP1S2	
COL6A1	
DDX3Y	
CTNNA1	
ZNF655	
RELA	
ADCY6	
hsa-mir-6817	
EPT1	
SLC8A1	
PLK2	
STRADA	
EIF4G1	
44806	
SEMA4D	
SCN11A	
OIP5-AS1	
RNF121	
PSMB2	
CELF1	
IDH3B	
TAF6	
PDLIM3	
FAM41C	
ITIH3	
AK6	
CELSR3	
PRKCG	
CHD1L	
NFATC4	
PMS1	
NUP98	
AHCTF1	
ZNF574	
CTD-2368P22.1	
COMMD8	
AC011322.1	
ZFP64	
PDHB	
TIAL1	
IFT88	
BTN2A2	
ATP5SL	
SLC22A18AS	
PCID2	
SIPA1L1	
FAM104B	
P2RX6	
CMC1	
SCFD2	
BAK1	
AMFR	
DAZAP2	
CYP3A4	
H2AFX	
TBC1D3P1-DHX40P1	
CAST	
SERPINF2	
CTNND1	
RDH13	
CTD-2230D16.1	
CD69	
TMC5	
IRAK1BP1	
PARG	
NLRP1	
pri-3-hsa-mir-4536-2	
PHF20L1	
CD72	
LOC646214	
RP11-356J5.12	
TSPO	
MPPE1	
HMGN1	
DEGS1	
RP11-266L9.5	
MOK	
AMFR	
pri-3-hsa-mir-4260	
XPA	
UBAP2L	
PTCD1	
ATG7	
NETO2	
YIF1B	
AKT2	
YBEY	
CAMTA2	
IL6	
SDCBP2	
CEP78	
pri-3-hsa-mir-6745	
hsa-mir-320a	
AKTIP	
PRDM2	
CCBL2	
pri-3-hsa-mir-5008	
HTR3A	
LRRN1	
FANCM	
FKBP11	
PPFIBP1	
MTFP1	
PTN	
TSEN34	
WDR24	
TFF3	
PRDM16	
WNT4	
SMIM5	
DMTN	
SULT1A1	
CIITA	
MYO1B	
THYN1	
JMJD1C	
SNX24	
RP11-188C12.3	
STX3	
ABCD4	
MRPL9	
AGT	
LOC494127	
ZEB1	
MOCS1	
GRID1	
ARSG	
CATG00000010947.1	
NEBL	
LOC100129148	
SMARCE1	
LYRM2	
AKAP13	
ENOSF1	
CDH1	
ILF3	
FAM57B	
AHI1	
CD86	
CHN1	
PLD5	
SIRT1	
TDRP	
LRTOMT	
LRRC57	
SARS	
AGO3	
ACADL	
SON	
TSPAN11	
MRPS12	
USP10	
ZNF165	
SQRDL	
PTP4A3	
CAPG	
FLCN	
MGAT5B	
ZNF181	
SDF2L1	
MPC1	
AMMECR1	
PHF3	
PCDH12	
PEAK1	
QRFP	
FBXO31	
BAG1	
RIC8A	
RP11-890B15.3	
PCDHGA9	
C3orf62	
KDELR2	
CATG00000111842.1	
RABL2B	
TCEA1	
CECR2	
SLC22A23	
TNFSF12	
OXR1	
SCFD1	
NBPF8	
ARHGAP12	
PPP1R8	
CCPG1	
EPOP	
RFC1	
DCAKD	
GHRL	
KLF13	
METTL21A	
LMBR1	
P2RY14	
CATG00000005951.1	
LMTK3	
WDR48	
HS3ST3B1	
SARDH	
ALDOA	
RBBP8	
FADD	
RPUSD3	
TCF7L2	
TRAM1L1	
CD300LF	
NTM	
NDRG2	
AP2S1	
ACADM	
PIGG	
MRPL24	
AASDH	
PSMC5	
HELQ	
APOPT1	
HMG20A	
ABCA2	
BOK	
ADGRE2	
BACE1	
GLIPR2	
PSMD9	
CYTOR	
KRTAP10-12	
RP11-701B16.2	
FAM127B	
ZNF98	
TMEM8B	
DLG1	
FTL	
LSM14A	
CATG00000053975.1	
ATG9A	
ZNF91	
CDK5	
GIT1	
ROM1	
NEK10	
SLC7A6OS	
PEA15	
C11orf84	
CATG00000079740.1	
ENG	
SMIM22	
hsa-mir-4648	
EIF2B3	
HTT	
RP11-416N2.3	
RAB28	
hsa-mir-320d-1	
GGT7	
KIF1C	
AKAP6	
CATG00000027660.1	
PDLIM5	
PLAGL1	
MFAP3L	
MYLIP	
NPAT	
IZUMO1	
FAM107B	
PRR22	
CFL1	
HHEX	
DGCR14	
CTNNA1	
ZNF195	
RP11-301G19.1	
BAX	
PPCS	
ATXN2L	
BCL2L13	
INTS6	
TACC1	
AMMECR1L	
ABR	
ZNF611	
FAM135A	
ALDH5A1	
IBTK	
SYNC	
ATRX	
USO1	
HNMT	
FN1	
ATG5	
SERPINE3	
STK3	
KIF20B	
CATG00000038794.1	
SAMD8	
RASSF5	
LLGL2	
PAF1	
HOXA11-AS1	
SLC25A23	
CREB1	
ZNF683	
RAPGEF1	
TM2D3	
MPI	
PCDHGC3	
PARL	
SUZ12	
TRAPPC6B	
RSRP1	
COPS6	
CALU	
KCNH2	
LSM1	
CATG00000029208.1	
C22orf34	
AP1S2	
DDX19B	
TBC1D25	
FCRL3	
IFI27	
SAMM50	
LOC728323	
PCNP	
SP100	
TPR	
TUG1	
TDRD10	
LRTOMT	
RAP1GDS1	
HNRNPK	
ESD	
ZUFSP	
LOC100131257	
IL19	
RBKS	
RPS6KA5	
DCAF4	
ZBTB21	
ALCAM	
ZRANB3	
GCKR	
YTHDC2	
ADD1	
ORC2	
SLC38A6	
RP1-179N16.6	
PPIH	
FYB1	
RAB5C	
RP3-340B19.3	
PRADC1	
COX11	
SLC11A2	
SLC1A5	
LUZP1	
TRMT112	
SLC6A9	
SS18L1	
GYPC	
pri-3-hsa-mir-615	
RAI14	
PRSS21	
MKNK1	
RF00402	
TTC28-AS1	
MAGI2	
ZDHHC16	
IP6K1	
CLLU1	
AMZ2	
ARNT	
CLCC1	
CDK11B	
POMP	
PHYKPL	
SPIN3	
CATG00000044385.1	
TP63	
RAB5C	
KIF13A	
C7orf55	
HARS	
TSN	
TARM1	
CKLF	
LOC646813	
ADNP	
MFSD2A	
KLF8	
SLC29A3	
MIEF1	
RPRD1B	
NXPE3	
